Idx, Offset, ROM,    Length, T, Inflated
6AB, 1BCA88, 1C1768, 00012A, 4, 001000
6AC, 1BCBB8, 1C1898, 000198, 4, 001000
6AD, 1BCD50, 1C1A30, 000106, 4, 001000
6AE, 1BCE58, 1C1B38, 000112, 4, 001000
6AF, 1BCF70, 1C1C50, 00018E, 4, 001000
6B0, 1BD100, 1C1DE0, 0000F6, 4, 001000
6B1, 1BD1F8, 1C1ED8, 000136, 4, 001000
6B2, 1BD330, 1C2010, 000164, 4, 001000
6B3, 1BD498, 1C2178, 0000FA, 4, 001000
6B4, 1BD598, 1C2278, 00011C, 4, 001000
6B5, 1BD6B8, 1C2398, 000156, 4, 001000
6B6, 1BD810, 1C24F0, 0000DA, 4, 001000
6B7, 1BD8F0, 1C25D0, 000110, 4, 001000
6B8, 1BDA00, 1C26E0, 00012E, 4, 001000
6B9, 1BDB30, 1C2810, 0000BE, 4, 001000
6BA, 1BDBF0, 1C28D0, 00010C, 4, 001000
6BB, 1BDD00, 1C29E0, 00014A, 4, 001000
6BC, 1BDE50, 1C2B30, 0000CA, 4, 001000
6BD, 1BDF20, 1C2C00, 000106, 4, 001000
6BE, 1BE028, 1C2D08, 00012E, 4, 001000
6BF, 1BE158, 1C2E38, 0000CC, 4, 001000
6C0, 1BE228, 1C2F08, 0000E4, 4, 001000
6C1, 1BE310, 1C2FF0, 00013A, 4, 001000
6C2, 1BE450, 1C3130, 0000BC, 4, 001000
6C3, 1BE510, 1C31F0, 0000F0, 4, 001000
6C4, 1BE600, 1C32E0, 000DAE, 1, 001000
6C5, 1BF3B0, 1C4090, 000BF2, 1, 001000
6C6, 1BFFA8, 1C4C88, 0001F8, 1, 000AA0
6C7, 1C01A0, 1C4E80, 000918, 1, 001000
6C8, 1C0AB8, 1C5798, 0007EE, 1, 001000
6C9, 1C12A8, 1C5F88, 00076A, 1, 001000
6CA, 1C1A18, 1C66F8, 000B7C, 1, 001000
6CB, 1C2598, 1C7278, 0007E2, 1, 000AA0
6CC, 1C2D80, 1C7A60, 000E36, 1, 001000
6CD, 1C3BB8, 1C8898, 00011A, 4, 001000
6CE, 1C3CD8, 1C89B8, 0003CE, 1, 000AA0
6CF, 1C40A8, 1C8D88, 000982, 1, 001000
6D0, 1C4A30, 1C9710, 0006F8, 1, 000AA0
6D1, 1C5128, 1C9E08, 0000A0, 4, 001000
6D2, 1C51C8, 1C9EA8, 000964, 1, 001000
6D3, 1C5B30, 1CA810, 000A70, 1, 001000
6D4, 1C65A0, 1CB280, 0000D4, 4, 001000
6D5, 1C6678, 1CB358, 000CEE, 1, 001000
6D6, 1C7368, 1CC048, 000752, 1, 000800
6D7, 1C7AC0, 1CC7A0, 000780, 1, 000800
6D8, 1C8240, 1CCF20, 000466, 1, 000AA0
6D9, 1C86A8, 1CD388, 000666, 1, 000AA0
6DA, 1C8D10, 1CD9F0, 000114, 4, 001000
6DB, 1C8E28, 1CDB08, 0006D0, 1, 000AA0
6DC, 1C94F8, 1CE1D8, 000764, 1, 000AA0
6DD, 1C9C60, 1CE940, 0000A6, 4, 001000
6DE, 1C9D08, 1CE9E8, 0000CA, 4, 001000
6DF, 1C9DD8, 1CEAB8, 0000E2, 4, 001000
6E0, 1C9EC0, 1CEBA0, 0000A8, 4, 001000
6E1, 1C9F68, 1CEC48, 0000BA, 4, 001000
6E2, 1CA028, 1CED08, 0000D0, 4, 001000
6E3, 1CA0F8, 1CEDD8, 000A16, 1, 001000
6E4, 1CAB10, 1CF7F0, 00009E, 4, 001000
6E5, 1CABB0, 1CF890, 0000B2, 4, 001000
6E6, 1CAC68, 1CF948, 00011C, 1, 000400
6E7, 1CAD88, 1CFA68, 0000C0, 4, 001000
6E8, 1CAE48, 1CFB28, 000098, 4, 001000
6E9, 1CAEE0, 1CFBC0, 0000A4, 4, 001000
6EA, 1CAF88, 1CFC68, 0000AC, 4, 001000
6EB, 1CB038, 1CFD18, 0000A0, 4, 001000
6EC, 1CB0D8, 1CFDB8, 0000A0, 4, 001000
6ED, 1CB178, 1CFE58, 000094, 4, 001000
6EE, 1CB210, 1CFEF0, 000096, 4, 001000
6EF, 1CB2A8, 1CFF88, 0000A2, 4, 001000
6F0, 1CB350, 1D0030, 000092, 4, 001000
6F1, 1CB3E8, 1D00C8, 000092, 4, 001000
6F2, 1CB480, 1D0160, 000B92, 1, 001000
6F3, 1CC018, 1D0CF8, 000100, 0, 000100
6F4, 1CC118, 1D0DF8, 000264, 5, 001000
6F5, 1CC380, 1D1060, 0002C8, 5, 001000
6F6, 1CC648, 1D1328, 000124, 1, 000400
6F7, 1CC770, 1D1450, 000DD4, 1, 001000
6F8, 1CD548, 1D2228, 00095E, 1, 001000
6F9, 1CDEA8, 1D2B88, 000BFE, 1, 001000
6FA, 1CEAA8, 1D3788, 000EA6, 1, 001000
6FB, 1CF950, 1D4630, 000832, 1, 001000
6FC, 1D0188, 1D4E68, 0007A6, 1, 001000
6FD, 1D0930, 1D5610, 000642, 1, 001000
6FE, 1D0F78, 1D5C58, 0001E6, 5, 001000
6FF, 1D1160, 1D5E40, 000676, 1, 000800
700, 1D17D8, 1D64B8, 000212, 5, 001000
701, 1D19F0, 1D66D0, 000292, 5, 001000
702, 1D1C88, 1D6968, 0002F8, 5, 001000
703, 1D1F80, 1D6C60, 000796, 1, 000AA0
704, 1D2718, 1D73F8, 000210, 5, 001000
705, 1D2928, 1D7608, 000778, 1, 001000
706, 1D30A0, 1D7D80, 0004A6, 1, 000800
707, 1D3548, 1D8228, 00018C, 1, 000800
708, 1D36D8, 1D83B8, 000068, 5, 001000
709, 1D3740, 1D8420, 000550, 1, 001000
70A, 1D3C90, 1D8970, 0006DC, 1, 001000
70B, 1D4370, 1D9050, 000252, 5, 001000
70C, 1D45C8, 1D92A8, 000356, 5, 001000
70D, 1D4920, 1D9600, 0003F2, 5, 001000
70E, 1D4D18, 1D99F8, 000300, 5, 001000
70F, 1D5018, 1D9CF8, 000354, 5, 001000
710, 1D5370, 1DA050, 0002E4, 5, 001000
711, 1D5658, 1DA338, 000560, 1, 001000
712, 1D5BB8, 1DA898, 0005A2, 1, 001000
713, 1D6160, 1DAE40, 000612, 1, 001000
714, 1D6778, 1DB458, 000376, 5, 001000
715, 1D6AF0, 1DB7D0, 0002BA, 5, 001000
716, 1D6DB0, 1DBA90, 0002BC, 1, 000800
717, 1D7070, 1DBD50, 000592, 1, 000800
718, 1D7608, 1DC2E8, 0002FA, 5, 001000
719, 1D7908, 1DC5E8, 000298, 5, 001000
71A, 1D7BA0, 1DC880, 000302, 5, 001000
71B, 1D7EA8, 1DCB88, 000282, 5, 001000
71C, 1D8130, 1DCE10, 0002E4, 5, 001000
71D, 1D8418, 1DD0F8, 0002A4, 5, 001000
71E, 1D86C0, 1DD3A0, 0001DA, 1, 000200
71F, 1D88A0, 1DD580, 000100, 0, 000100
720, 1D89A0, 1DD680, 0004E4, 1, 000800
721, 1D8E88, 1DDB68, 0007FA, 1, 001000
722, 1D9688, 1DE368, 0004F8, 1, 000800
723, 1D9B80, 1DE860, 000598, 1, 000800
724, 1DA118, 1DEDF8, 000328, 1, 000400
725, 1DA440, 1DF120, 000200, 1, 000400
726, 1DA640, 1DF320, 0003FA, 1, 000800
727, 1DAA40, 1DF720, 0001CC, 1, 000200
728, 1DAC10, 1DF8F0, 0005AE, 1, 000800
729, 1DB1C0, 1DFEA0, 000088, 1, 000100
72A, 1DB248, 1DFF28, 0003C6, 1, 000800
72B, 1DB610, 1E02F0, 0002E8, 1, 000400
72C, 1DB8F8, 1E05D8, 000472, 1, 000800
72D, 1DBD70, 1E0A50, 000366, 1, 000800
72E, 1DC0D8, 1E0DB8, 0002D0, 1, 000400
72F, 1DC3A8, 1E1088, 000300, 1, 000400
730, 1DC6A8, 1E1388, 000364, 1, 000400
731, 1DCA10, 1E16F0, 0000D2, 1, 000100
732, 1DCAE8, 1E17C8, 0000B2, 1, 000100
733, 1DCBA0, 1E1880, 0000DC, 1, 000200
734, 1DCC80, 1E1960, 000116, 1, 000200
735, 1DCD98, 1E1A78, 00006E, 1, 000080
736, 1DCE08, 1E1AE8, 000076, 1, 000080
737, 1DCE80, 1E1B60, 000080, 0, 000080
738, 1DCF00, 1E1BE0, 000074, 1, 000080
739, 1DCF78, 1E1C58, 000280, 1, 000400
73A, 1DD1F8, 1E1ED8, 0002E6, 1, 000400
73B, 1DD4E0, 1E21C0, 00022E, 1, 000400
73C, 1DD710, 1E23F0, 000202, 1, 000400
73D, 1DD918, 1E25F8, 000220, 1, 000400
73E, 1DDB38, 1E2818, 0002E8, 1, 000800
73F, 1DDE20, 1E2B00, 000100, 0, 000100
740, 1DDF20, 1E2C00, 000100, 0, 000100
741, 1DE020, 1E2D00, 000100, 0, 000100
742, 1DE120, 1E2E00, 00030C, 5, 001000
743, 1DE430, 1E3110, 0002C0, 5, 001000
744, 1DE6F0, 1E33D0, 000304, 5, 001000
745, 1DE9F8, 1E36D8, 000316, 5, 001000
746, 1DED10, 1E39F0, 00032E, 5, 001000
747, 1DF040, 1E3D20, 0003D6, 5, 001000
748, 1DF418, 1E40F8, 000348, 5, 001000
749, 1DF760, 1E4440, 0002EC, 5, 001000
74A, 1DFA50, 1E4730, 0002FC, 5, 001000
74B, 1DFD50, 1E4A30, 000454, 5, 001000
74C, 1E01A8, 1E4E88, 000332, 5, 001000
74D, 1E04E0, 1E51C0, 0002C8, 5, 001000
74E, 1E07A8, 1E5488, 000340, 5, 001000
74F, 1E0AE8, 1E57C8, 000632, 1, 000800
750, 1E1120, 1E5E00, 00040E, 5, 001000
751, 1E1530, 1E6210, 000348, 5, 001000
752, 1E1878, 1E6558, 000400, 1, 000800
753, 1E1C78, 1E6958, 0004F4, 1, 000800
754, 1E2170, 1E6E50, 00044C, 1, 000800
755, 1E25C0, 1E72A0, 00049C, 1, 000800
756, 1E2A60, 1E7740, 00047A, 1, 000800
757, 1E2EE0, 1E7BC0, 00045A, 1, 000800
758, 1E3340, 1E8020, 000354, 1, 000800
759, 1E3698, 1E8378, 0001CC, 1, 000800
75A, 1E3868, 1E8548, 0001FC, 1, 000800
75B, 1E3A68, 1E8748, 00038A, 1, 000800
75C, 1E3DF8, 1E8AD8, 00044A, 1, 000800
75D, 1E4248, 1E8F28, 00049A, 1, 000800
75E, 1E46E8, 1E93C8, 0004AC, 1, 000800
75F, 1E4B98, 1E9878, 000490, 1, 000800
760, 1E5028, 1E9D08, 000444, 1, 000C80
761, 1E5470, 1EA150, 00004A, 1, 000100
762, 1E54C0, 1EA1A0, 0004E0, 1, 000AA0
763, 1E59A0, 1EA680, 000078, 1, 000080
764, 1E5A18, 1EA6F8, 000494, 1, 000800
765, 1E5EB0, 1EAB90, 000A88, 1, 001000
766, 1E6938, 1EB618, 0003D4, 1, 001000
767, 1E6D10, 1EB9F0, 0003DA, 1, 001000
768, 1E70F0, 1EBDD0, 0006E0, 1, 001000
769, 1E77D0, 1EC4B0, 000304, 5, 001000
76A, 1E7AD8, 1EC7B8, 00035E, 5, 001000
76B, 1E7E38, 1ECB18, 000444, 5, 001000
76C, 1E8280, 1ECF60, 0008D0, 1, 000C80
76D, 1E8B50, 1ED830, 0008D8, 1, 000C80
76E, 1E9428, 1EE108, 0008E8, 1, 000C80
76F, 1E9D10, 1EE9F0, 0008F0, 1, 000C80
770, 1EA600, 1EF2E0, 0008D8, 1, 000C80
771, 1EAED8, 1EFBB8, 0008DE, 1, 000C80
772, 1EB7B8, 1F0498, 0006C0, 1, 001000
773, 1EBE78, 1F0B58, 000080, 0, 000080
774, 1EBEF8, 1F0BD8, 000614, 4, 001000
775, 1EC510, 1F11F0, 00059C, 4, 001000
776, 1ECAB0, 1F1790, 000080, 0, 000080
777, 1ECB30, 1F1810, 000080, 0, 000080
778, 1ECBB0, 1F1890, 00033E, 5, 001000
779, 1ECEF0, 1F1BD0, 000332, 5, 001000
77A, 1ED228, 1F1F08, 0003A2, 5, 001000
77B, 1ED5D0, 1F22B0, 0004A0, 5, 001000
77C, 1EDA70, 1F2750, 000372, 5, 001000
77D, 1EDDE8, 1F2AC8, 000384, 5, 001000
77E, 1EE170, 1F2E50, 0003DC, 5, 001000
77F, 1EE550, 1F3230, 0004D4, 5, 001000
780, 1EEA28, 1F3708, 0003A2, 5, 001000
781, 1EEDD0, 1F3AB0, 000344, 5, 001000
782, 1EF118, 1F3DF8, 000470, 5, 001000
783, 1EF588, 1F4268, 000450, 5, 001000
784, 1EF9D8, 1F46B8, 00035C, 5, 001000
785, 1EFD38, 1F4A18, 000270, 1, 0002B0
786, 1EFFA8, 1F4C88, 0002F4, 5, 001000
787, 1F02A0, 1F4F80, 0008B4, 1, 000C80
788, 1F0B58, 1F5838, 0008A0, 1, 000C80
789, 1F13F8, 1F60D8, 00043C, 5, 001000
78A, 1F1838, 1F6518, 00043C, 5, 001000
78B, 1F1C78, 1F6958, 000320, 5, 001000
78C, 1F1F98, 1F6C78, 0008B0, 1, 000C80
78D, 1F2848, 1F7528, 00088A, 1, 000C80
78E, 1F30D8, 1F7DB8, 000886, 1, 000C80
78F, 1F3960, 1F8640, 00088A, 1, 000C80
790, 1F41F0, 1F8ED0, 000890, 1, 000C80
791, 1F4A80, 1F9760, 000886, 1, 000C80
792, 1F5308, 1F9FE8, 00046A, 1, 000800
793, 1F5778, 1FA458, 00090E, 1, 001000
794, 1F6088, 1FAD68, 000AA2, 1, 001000
795, 1F6B30, 1FB810, 0006B2, 1, 001000
796, 1F71E8, 1FBEC8, 0008EC, 1, 001000
797, 1F7AD8, 1FC7B8, 00085A, 1, 001000
798, 1F8338, 1FD018, 000764, 1, 001000
799, 1F8AA0, 1FD780, 000B3E, 1, 001000
79A, 1F95E0, 1FE2C0, 000DF6, 1, 001000
79B, 1FA3D8, 1FF0B8, 000B6E, 1, 001000
79C, 1FAF48, 1FFC28, 000842, 1, 001000
79D, 1FB790, 200470, 0004E0, 1, 000800
79E, 1FBC70, 200950, 000888, 1, 001000
79F, 1FC4F8, 2011D8, 0006F8, 1, 001000
7A0, 1FCBF0, 2018D0, 000C68, 1, 001000
7A1, 1FD858, 202538, 00003E, 1, 0001C0
7A2, 1FD898, 202578, 0000DA, 1, 000100
7A3, 1FD978, 202658, 000598, 1, 000AA0
7A4, 1FDF10, 202BF0, 0000F4, 1, 000100
7A5, 1FE008, 202CE8, 00096E, 1, 001000
7A6, 1FE978, 203658, 00046C, 1, 000800
7A7, 1FEDE8, 203AC8, 0006C4, 1, 000AA0
7A8, 1FF4B0, 204190, 000360, 5, 001000
7A9, 1FF810, 2044F0, 000676, 1, 000AA0
7AA, 1FFE88, 204B68, 000100, 0, 000100
7AB, 1FFF88, 204C68, 000292, 5, 001000
7AC, 200220, 204F00, 00038C, 5, 001000
7AD, 2005B0, 205290, 00044C, 5, 001000
7AE, 200A00, 2056E0, 00048E, 5, 001000
7AF, 200E90, 205B70, 0004E6, 5, 001000
7B0, 201378, 206058, 00056E, 5, 001000
7B1, 2018E8, 2065C8, 000624, 5, 001000
7B2, 201F10, 206BF0, 00065E, 5, 001000
7B3, 202570, 207250, 00065E, 5, 001000
7B4, 202BD0, 2078B0, 0006B0, 5, 001000
7B5, 203280, 207F60, 000008, 1, 000010
7B6, 203288, 207F68, 00000E, 1, 000010
7B7, 203298, 207F78, 0003C8, 5, 001000
7B8, 203660, 208340, 000454, 5, 001000
7B9, 203AB8, 208798, 00002C, 2, 000100
7BA, 203AE8, 2087C8, 00004A, 2, 000100
7BB, 203B38, 208818, 000056, 2, 000100
7BC, 203B90, 208870, 000052, 2, 000100
7BD, 203BE8, 2088C8, 00004E, 2, 000100
7BE, 203C38, 208918, 00005E, 2, 000100
7BF, 203C98, 208978, 00004C, 2, 000100
7C0, 203CE8, 2089C8, 00006A, 2, 000100
7C1, 203D58, 208A38, 000048, 2, 000100
7C2, 203DA0, 208A80, 000026, 2, 000100
7C3, 203DC8, 208AA8, 00023E, 1, 000400
7C4, 204008, 208CE8, 0001B2, 1, 000400
7C5, 2041C0, 208EA0, 000280, 1, 000800
7C6, 204440, 209120, 0004F4, 1, 000800
7C7, 204938, 209618, 000558, 1, 000800
7C8, 204E90, 209B70, 0004DE, 1, 001000
7C9, 205370, 20A050, 000364, 1, 001000
7CA, 2056D8, 20A3B8, 0004E4, 1, 000800
7CB, 205BC0, 20A8A0, 0006FE, 1, 000AA0
7CC, 2062C0, 20AFA0, 000632, 1, 001000
7CD, 2068F8, 20B5D8, 0003F4, 1, 001000
7CE, 206CF0, 20B9D0, 000862, 1, 001000
7CF, 207558, 20C238, 0007A4, 1, 001000
7D0, 207D00, 20C9E0, 0001A0, 2, 000400
7D1, 207EA0, 20CB80, 0001B0, 2, 000400
7D2, 208050, 20CD30, 000182, 2, 000400
7D3, 2081D8, 20CEB8, 0000E8, 2, 000400
7D4, 2082C0, 20CFA0, 000056, 2, 000400
7D5, 208318, 20CFF8, 000B42, 1, 001000
7D6, 208E60, 20DB40, 000C12, 1, 001000
7D7, 209A78, 20E758, 0009C4, 1, 001000
7D8, 20A440, 20F120, 000A8C, 1, 001000
7D9, 20AED0, 20FBB0, 000956, 1, 000C80
7DA, 20B828, 210508, 000940, 1, 000C80
7DB, 20C168, 210E48, 000958, 1, 000C80
7DC, 20CAC0, 2117A0, 00092A, 1, 000C80
7DD, 20D3F0, 2120D0, 000916, 1, 000C80
7DE, 20DD08, 2129E8, 0008D4, 1, 000C80
7DF, 20E5E0, 2132C0, 0008CE, 1, 000C80
7E0, 20EEB0, 213B90, 0008C0, 1, 000C80
7E1, 20F770, 214450, 0008BE, 1, 000C80
7E2, 210030, 214D10, 0008B0, 1, 000C80
7E3, 2108E0, 2155C0, 0008BC, 1, 000C80
7E4, 2111A0, 215E80, 000896, 1, 000C80
7E5, 211A38, 216718, 00089C, 1, 000C80
7E6, 2122D8, 216FB8, 0007E2, 1, 000AA0
7E7, 212AC0, 2177A0, 000C0C, 1, 001000
7E8, 2136D0, 2183B0, 00070C, 1, 001000
7E9, 213DE0, 218AC0, 000C5A, 1, 001000
7EA, 214A40, 219720, 000C04, 1, 001000
7EB, 215648, 21A328, 000C90, 1, 001000
7EC, 2162D8, 21AFB8, 0008DC, 1, 000C80
7ED, 216BB8, 21B898, 000350, 5, 001000
7EE, 216F08, 21BBE8, 00035A, 5, 001000
7EF, 217268, 21BF48, 000A1A, 1, 000C80
7F0, 217C88, 21C968, 000A0C, 1, 000C80
7F1, 218698, 21D378, 000A24, 1, 000C80
7F2, 2190C0, 21DDA0, 000A26, 1, 000C80
7F3, 219AE8, 21E7C8, 0009FE, 1, 000C80
7F4, 21A4E8, 21F1C8, 0009EA, 1, 000C80
7F5, 21AED8, 21FBB8, 0009FA, 1, 000C80
7F6, 21B8D8, 2205B8, 0009EA, 1, 000C80
7F7, 21C2C8, 220FA8, 0009E8, 1, 000C80
7F8, 21CCB0, 221990, 000A20, 1, 000C80
7F9, 21D6D0, 2223B0, 000A2C, 1, 000C80
7FA, 21E100, 222DE0, 000A08, 1, 000C80
7FB, 21EB08, 2237E8, 000A18, 1, 000C80
7FC, 21F520, 224200, 000414, 5, 001000
7FD, 21F938, 224618, 0003E0, 1, 001000
7FE, 21FD18, 2249F8, 0002F0, 1, 000410
7FF, 220008, 224CE8, 0000D8, 5, 001000
800, 2200E0, 224DC0, 0000EA, 5, 001000
801, 2201D0, 224EB0, 000102, 5, 001000
802, 2202D8, 224FB8, 000052, 5, 001000
803, 220330, 225010, 00009C, 5, 001000
804, 2203D0, 2250B0, 0000C0, 5, 001000
805, 220490, 225170, 0000CC, 5, 001000
806, 220560, 225240, 000050, 5, 001000
807, 2205B0, 225290, 00007C, 5, 001000
808, 220630, 225310, 0000AA, 5, 001000
809, 2206E0, 2253C0, 00008E, 5, 001000
80A, 220770, 225450, 000050, 5, 001000
80B, 2207C0, 2254A0, 000060, 5, 001000
80C, 220820, 225500, 00007A, 5, 001000
80D, 2208A0, 225580, 000064, 5, 001000
80E, 220908, 2255E8, 000100, 0, 000100
80F, 220A08, 2256E8, 000404, 5, 001000
810, 220E10, 225AF0, 0003E0, 5, 001000
811, 2211F0, 225ED0, 0003F6, 5, 001000
812, 2215E8, 2262C8, 000318, 5, 001000
813, 221900, 2265E0, 00032E, 5, 001000
814, 221C30, 226910, 000374, 5, 001000
815, 221FA8, 226C88, 0003EC, 5, 001000
816, 222398, 227078, 0003D6, 5, 001000
817, 222770, 227450, 0003F2, 5, 001000
818, 222B68, 227848, 0003AE, 5, 001000
819, 222F18, 227BF8, 00036C, 5, 001000
81A, 223288, 227F68, 000318, 5, 001000
81B, 2235A0, 228280, 0005F6, 1, 000AA0
81C, 223B98, 228878, 0007A6, 1, 000AA0
81D, 224340, 229020, 0008A0, 1, 000AA0
81E, 224BE0, 2298C0, 0005E4, 1, 000AA0
81F, 2251C8, 229EA8, 00069C, 1, 000AA0
820, 225868, 22A548, 00080E, 1, 000AA0
821, 226078, 22AD58, 000582, 1, 000AA0
822, 226600, 22B2E0, 000734, 1, 000AA0
823, 226D38, 22BA18, 00044A, 5, 001000
824, 227188, 22BE68, 000330, 5, 001000
825, 2274B8, 22C198, 000384, 5, 001000
826, 227840, 22C520, 000518, 5, 001000
827, 227D58, 22CA38, 00047E, 5, 001000
828, 2281D8, 22CEB8, 000362, 5, 001000
829, 228540, 22D220, 0003B2, 5, 001000
82A, 2288F8, 22D5D8, 000630, 1, 001000
82B, 228F28, 22DC08, 0007FC, 1, 001000
82C, 229728, 22E408, 000740, 1, 001000
82D, 229E68, 22EB48, 000310, 1, 000800
82E, 22A178, 22EE58, 000588, 1, 000800
82F, 22A700, 22F3E0, 0004D6, 1, 000800
830, 22ABD8, 22F8B8, 00021E, 1, 000400
831, 22ADF8, 22FAD8, 0004A4, 1, 000800
832, 22B2A0, 22FF80, 000324, 1, 000400
833, 22B5C8, 2302A8, 0003CE, 1, 000800
834, 22B998, 230678, 000402, 1, 000800
835, 22BDA0, 230A80, 000460, 1, 000800
836, 22C200, 230EE0, 0004C8, 5, 001000
837, 22C6C8, 2313A8, 0004C8, 5, 001000
838, 22CB90, 231870, 0003BE, 5, 001000
839, 22CF50, 231C30, 0003A6, 5, 001000
83A, 22D2F8, 231FD8, 00049C, 5, 001000
83B, 22D798, 232478, 000492, 5, 001000
83C, 22DC30, 232910, 000370, 5, 001000
83D, 22DFA0, 232C80, 000100, 0, 000100
83E, 22E0A0, 232D80, 00017A, 5, 000400
83F, 22E220, 232F00, 000154, 5, 000400
840, 22E378, 233058, 000126, 5, 000400
841, 22E4A0, 233180, 000102, 5, 000400
842, 22E5A8, 233288, 0000EA, 5, 000400
843, 22E698, 233378, 000110, 5, 000400
844, 22E7A8, 233488, 00015A, 5, 000400
845, 22E908, 2335E8, 00013A, 5, 000400
846, 22EA48, 233728, 000106, 5, 000400
847, 22EB50, 233830, 0000B2, 5, 000400
848, 22EC08, 2338E8, 000108, 2, 000400
849, 22ED10, 2339F0, 0000C2, 2, 000400
84A, 22EDD8, 233AB8, 00006E, 2, 000400
84B, 22EE48, 233B28, 000032, 2, 000400
84C, 22EE80, 233B60, 00036A, 5, 001000
84D, 22F1F0, 233ED0, 000C62, 1, 001000
84E, 22FE58, 234B38, 000450, 5, 001000
84F, 2302A8, 234F88, 000B5E, 1, 001000
850, 230E08, 235AE8, 00049C, 5, 001000
851, 2312A8, 235F88, 000358, 5, 001000
852, 231600, 2362E0, 000370, 5, 001000
853, 231970, 236650, 000430, 5, 001000
854, 231DA0, 236A80, 00049A, 5, 001000
855, 232240, 236F20, 000330, 5, 001000
856, 232570, 237250, 0003C2, 5, 001000
857, 232938, 237618, 000446, 5, 001000
858, 232D80, 237A60, 000494, 5, 001000
859, 233218, 237EF8, 000346, 5, 001000
85A, 233560, 238240, 0003D0, 5, 001000
85B, 233930, 238610, 00040A, 5, 001000
85C, 233D40, 238A20, 0004A0, 5, 001000
85D, 2341E0, 238EC0, 000338, 5, 001000
85E, 234518, 2391F8, 000402, 5, 001000
85F, 234920, 239600, 0003FC, 5, 001000
860, 234D20, 239A00, 0004B2, 5, 001000
861, 2351D8, 239EB8, 00031C, 5, 001000
862, 2354F8, 23A1D8, 000264, 1, 000800
863, 235760, 23A440, 000440, 5, 001000
864, 235BA0, 23A880, 000660, 1, 001000
865, 236200, 23AEE0, 0003E8, 5, 001000
866, 2365E8, 23B2C8, 00049C, 5, 001000
867, 236A88, 23B768, 000324, 5, 001000
868, 236DB0, 23BA90, 000420, 5, 001000
869, 2371D0, 23BEB0, 0006C0, 1, 000AA0
86A, 237890, 23C570, 0003F0, 5, 001000
86B, 237C80, 23C960, 00049A, 5, 001000
86C, 238120, 23CE00, 000694, 1, 001000
86D, 2387B8, 23D498, 0005BE, 1, 000AA0
86E, 238D78, 23DA58, 0002DE, 5, 001000
86F, 239058, 23DD38, 000A4A, 1, 001000
870, 239AA8, 23E788, 00056A, 2, 001000
871, 23A018, 23ECF8, 000946, 1, 001000
872, 23A960, 23F640, 0009FE, 1, 001000
873, 23B360, 240040, 00044C, 5, 001000
874, 23B7B0, 240490, 000300, 1, 000550
875, 23BAB0, 240790, 0006C4, 1, 001000
876, 23C178, 240E58, 0007F0, 1, 001000
877, 23C968, 241648, 0003D0, 5, 001000
878, 23CD38, 241A18, 000E00, 1, 001000
879, 23DB38, 242818, 00046A, 5, 001000
87A, 23DFA8, 242C88, 0002B0, 5, 001000
87B, 23E258, 242F38, 000466, 5, 001000
87C, 23E6C0, 2433A0, 0003AC, 5, 001000
87D, 23EA70, 243750, 000426, 5, 001000
87E, 23EE98, 243B78, 00025A, 5, 001000
87F, 23F0F8, 243DD8, 000448, 5, 001000
880, 23F540, 244220, 000388, 5, 001000
881, 23F8C8, 2445A8, 0003F6, 5, 001000
882, 23FCC0, 2449A0, 000208, 5, 001000
883, 23FEC8, 244BA8, 0009BC, 1, 001000
884, 240888, 245568, 00042E, 5, 001000
885, 240CB8, 245998, 000362, 5, 001000
886, 241020, 245D00, 0003BE, 5, 001000
887, 2413E0, 2460C0, 0001C2, 5, 001000
888, 2415A8, 246288, 000424, 5, 001000
889, 2419D0, 2466B0, 000350, 5, 001000
88A, 241D20, 246A00, 000374, 5, 001000
88B, 242098, 246D78, 0001B4, 5, 001000
88C, 242250, 246F30, 000472, 5, 001000
88D, 2426C8, 2473A8, 00034A, 5, 001000
88E, 242A18, 2476F8, 000398, 5, 001000
88F, 242DB0, 247A90, 000590, 1, 000800
890, 243340, 248020, 0009D8, 1, 001000
891, 243D18, 2489F8, 00024C, 1, 000800
892, 243F68, 248C48, 000800, 1, 001000
893, 244768, 249448, 000AF6, 1, 001000
894, 245260, 249F40, 00020C, 1, 000800
895, 245470, 24A150, 000B68, 1, 001000
896, 245FD8, 24ACB8, 00071C, 1, 001000
897, 2466F8, 24B3D8, 000E74, 1, 001000
898, 247570, 24C250, 000468, 1, 000800
899, 2479D8, 24C6B8, 0003EA, 1, 000800
89A, 247DC8, 24CAA8, 0001AA, 5, 001000
89B, 247F78, 24CC58, 00030A, 1, 000400
89C, 248288, 24CF68, 00085A, 1, 001000
89D, 248AE8, 24D7C8, 0000A2, 2, 001000
89E, 248B90, 24D870, 00047E, 2, 001000
89F, 249010, 24DCF0, 00046E, 2, 001000
8A0, 249480, 24E160, 0001C6, 2, 001000
8A1, 249648, 24E328, 00045C, 2, 001000
8A2, 249AA8, 24E788, 000442, 2, 001000
8A3, 249EF0, 24EBD0, 000376, 2, 001000
8A4, 24A268, 24EF48, 00009C, 2, 001000
8A5, 24A308, 24EFE8, 000402, 2, 001000
8A6, 24A710, 24F3F0, 0003C4, 2, 001000
8A7, 24AAD8, 24F7B8, 00031A, 2, 001000
8A8, 24ADF8, 24FAD8, 0003C2, 2, 001000
